dataset_name,step,optimality,time_taken,L,K,cart_train,cp_tree_train,cart_test,cp_tree_test
thoracy_surgery,1,Not_Optimal,10.09686686595281,9,4,0.8680851063829788,0.8936170212765957,0.8205128205128205,0.8376068376068376
thoracy_surgery,1,Not_Optimal,10.121503973007203,10,4,0.8765957446808511,0.8978723404255319,0.811965811965812,0.8205128205128205
thoracy_surgery,1,Not_Optimal,10.135938970247905,11,4,0.8851063829787233,0.8978723404255319,0.8034188034188035,0.8547008547008547
thoracy_surgery,1,Not_Optimal,10.128478002548217,12,4,0.8893617021276595,0.902127659574468,0.8034188034188035,0.811965811965812
thoracy_surgery,1,Not_Optimal,10.180654466152191,13,4,0.8936170212765957,0.902127659574468,0.811965811965812,0.811965811965812
thoracy_surgery,1,Not_Optimal,10.186424124240876,14,4,0.8936170212765957,0.8893617021276595,0.811965811965812,0.8632478632478633
thoracy_surgery,1,Not_Optimal,10.238008904457093,15,4,0.8936170212765957,0.8893617021276595,0.811965811965812,0.8547008547008547
thoracy_surgery,1,Not_Optimal,10.233959106604258,16,4,0.8936170212765957,0.902127659574468,0.811965811965812,0.8290598290598291
thoracy_surgery,1,Not_Optimal,10.048797102769216,5,4,0.8595744680851064,0.8808510638297873,0.8290598290598291,0.7863247863247863
thoracy_surgery,1,Not_Optimal,10.05996816555659,6,4,0.8680851063829788,0.8893617021276595,0.8205128205128205,0.7863247863247863
thoracy_surgery,1,Not_Optimal,10.070331656932831,7,4,0.8680851063829788,0.8893617021276595,0.8205128205128205,0.7948717948717948
thoracy_surgery,1,Not_Optimal,10.08357081413269,8,4,0.8680851063829788,0.8978723404255319,0.8205128205128205,0.8290598290598291
