dataset_name,step,optimality,time_taken,L,K,cart_train,cp_tree_train,cart_test,cp_tree_test
pima_indian_diabetes,4,Not_Optimal,10.133462421099345,9,4,0.8025974025974026,0.8285714285714286,0.675392670157068,0.7329842931937173
pima_indian_diabetes,4,Not_Optimal,10.11162837346395,10,4,0.8155844155844156,0.8389610389610389,0.6544502617801047,0.743455497382199
pima_indian_diabetes,4,Not_Optimal,10.146972676118216,11,4,0.8207792207792208,0.8415584415584415,0.6544502617801047,0.7277486910994765
pima_indian_diabetes,4,Not_Optimal,10.141972966988881,12,4,0.8207792207792208,0.8363636363636363,0.6544502617801047,0.6963350785340314
pima_indian_diabetes,4,Not_Optimal,10.19673171043396,13,4,0.8233766233766234,0.8233766233766234,0.6596858638743456,0.6858638743455497
pima_indian_diabetes,4,Not_Optimal,10.18353263537089,14,4,0.825974025974026,0.8337662337662337,0.643979057591623,0.7486910994764397
pima_indian_diabetes,4,Not_Optimal,10.209131105740864,15,4,0.825974025974026,0.8311688311688312,0.6492146596858639,0.7172774869109948
pima_indian_diabetes,4,Not_Optimal,10.224691355228424,16,4,0.825974025974026,0.8285714285714286,0.643979057591623,0.6858638743455497
pima_indian_diabetes,4,Not_Optimal,10.054070170720419,5,4,0.7896103896103897,0.812987012987013,0.7382198952879581,0.7172774869109948
pima_indian_diabetes,4,Not_Optimal,10.069607404867808,6,4,0.7974025974025974,0.8155844155844156,0.6963350785340314,0.7591623036649214
pima_indian_diabetes,4,Not_Optimal,10.093989050388336,7,4,0.8025974025974026,0.8233766233766234,0.675392670157068,0.7382198952879581
pima_indian_diabetes,4,Not_Optimal,10.09665071964264,8,4,0.8025974025974026,0.825974025974026,0.675392670157068,0.7486910994764397
